#taxpath	11HMC.bins	12HMC.bins	13HMC.bins	BON01.bins	BON02.bins	BON03.bins	HotLakConsUCCSLE.bins	Mar14236cm.bins	Mar14336cm.bins	Mar14436cm.bins	OV2TP1.bins	OV2TP2.bins	OV2TP3.bins	SSSS.bins	VSG.bins	frozenSSSS.bins	grotaG.bins
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Schizothyriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Extremaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Cladosporiaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Arthoniomycetes;order__uncultured;family__unknown	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Harpacticoida;family__unknown	0	0	0	0	0	0	0	0	0	0	37	91	9	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Cyclopoida;family__unknown	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Calanoida;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Malacostraca;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	1	80	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Diptera;family__unknown	0	0	0	0	0	0	0	0	0	0	0	391	3	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Coleoptera;family__unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown	0	9	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Diplopoda;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Arachnida;order__unknown;family__unknown	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Arachnida;order__Araneae;family__unknown	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apusomonadidae;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Cryptosporida;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Coccidia;family__Eimeriorina	0	0	0	5	5	12	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Aphelidea;class__unknown;order__unknown;family__unknown	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Terebellida;family__unknown	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Phyllodocida;family__unknown	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Eunicida;family__unknown	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__unknown;family__unknown	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
root__Root;domain__Bacteria;phylum__unknown;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	1	0	0	0	14	19	0	0	0	0
root__Root;domain__Bacteria;phylum__uncultured;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Zixibacteria;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	574	0	18	6	29	8	0	3	0	0
root__Root;domain__Bacteria;phylum__WS2;class__unknown;order__unknown;family__unknown	0	0	5	0	0	0	0	281	0	66	0	0	0	0	6	0	0
root__Root;domain__Bacteria;phylum__WS1;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	270	0	21	0	0	3	0	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown	0	3	0	0	0	0	0	2	0	0	0	2	1	73	0	35	48
root__Root;domain__Bacteria;phylum__WOR-1;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__uncultured;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Verrucomicrobiaceae	3	0	0	42	50	46	0	0	0	1	0	0	0	2	91	537	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Rubritaleaceae	0	0	0	1448	1609	1364	0	26	0	3	0	0	0	0	75	975	1
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__DEV007	0	0	0	2932	3107	2857	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__S-BQ2-57soilgroup;family__unknown	0	0	0	0	0	0	0	0	0	0	21	9	4	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae	27	26	23	204	233	216	0	11	0	4	124	109	47	0	294	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__uncultured	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Puniceicoccaceae	0	0	0	205	215	192	0	9	0	0	14	4	1	0	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Opitutaceae	28	18	10	835	821	959	0	1	0	0	0	17	9	4	39	83	3
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Methylacidiphilales;family__Methylacidiphilaceae	0	0	0	2	3	5	0	0	0	0	0	9	32	0	4	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__LD1-PB3;family__unknown	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Xiphinematobacteraceae	1	0	1	163	202	156	0	0	0	0	0	0	0	0	48	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Terrimicrobiaceae	0	0	0	161	263	151	0	0	0	0	0	1	3	7	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Chthoniobacteraceae	341	268	327	42	32	32	0	0	0	0	0	2	2	7	480	2	2
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__01D2Z36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Omnitrophia;order__Omnitrophales;family__unknown	0	0	0	0	0	0	0	31	0	43	28	74	171	0	3	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Omnitrophia;order__Omnitrophales;family__koll11	0	0	0	0	0	0	0	29	0	0	0	2	6	0	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Omnitrophia;order__Omnitrophales;family__Omnitrophaceae	0	2	0	0	0	0	0	128	0	580	213	780	1938	0	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Victivallales;family__unknown	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Victivallales;family__GWF2-44-16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Victivallales;family__BD2-3	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__SS1-B-02-17;family__unknown	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__P.palmC41;family__unknown	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Oligosphaerales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Oligosphaerales;family__Oligosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Oligosphaerales;family__Lenti-02	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Lentisphaerales;family__Lentisphaeraceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Kiritimatiellae;order__WCHB1-41;family__unknown	0	0	0	0	2	0	0	61	0	96	0	4	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Kiritimatiellae;order__Kiritimatiellales;family__Kiritimatiellaceae	0	0	0	0	0	0	0	173	0	8	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__LD1-PA32;family__unknown	0	0	0	0	0	0	0	14	0	8	0	7	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__cvE6	0	0	0	4	3	2	0	0	0	0	71	46	10	0	26	2	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Waddliaceae	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Simkaniaceae	0	0	0	12	21	37	0	6	0	0	110	10	11	1	4	1	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Parachlamydiaceae	13	2	5	3	1	1	0	5	0	0	0	6	11	1	3	10	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Chlamydiaceae	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__unknown;family__unknown	0	0	0	0	0	0	0	85	0	5	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__uncultured;family__unknown	0	0	0	0	0	0	0	14	0	38	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__Thermotogales;family__Thermotogaceae	0	0	0	0	0	0	0	1052	0	174	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__Thermotogales;family__Fervidobacteriaceae	0	0	0	0	0	0	0	871	0	16	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__Petrotogales;family__Petrotogaceae	0	0	0	0	0	0	0	43	0	5	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Thermotogota;class__Thermotogae;order__Kosmotogales;family__Kosmotogaceae	0	0	0	0	0	0	0	1350	0	11	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__TX1A-33;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__TA06;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	85	0	41	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Synergistota;class__Synergistia;order__Synergistales;family__Synergistaceae	0	0	0	0	0	0	0	199	0	4	0	1	3	0	0	0	0
root__Root;domain__Bacteria;phylum__Sva0485;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	150	0	306	8	4	1	0	2	0	0
root__Root;domain__Bacteria;phylum__Sumerlaeota;class__Sumerlaeia;order__uncultured;family__unknown	0	0	0	0	0	0	0	23	0	11	0	2	6	0	0	0	0
root__Root;domain__Bacteria;phylum__Sumerlaeota;class__Sumerlaeia;order__Sumerlaeales;family__Sumerlaeaceae	8	3	6	1	0	0	0	8	0	9	81	8	143	0	4	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__V2072-189E03;order__unknown;family__unknown	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Spirochaetia;order__Spirochaetales;family__Spirochaetaceae	0	0	0	0	0	0	0	538	0	174	0	0	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Leptospirae;order__Leptospirales;family__Leptospiraceae	0	0	0	0	0	0	0	4	0	1	0	5	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Brachyspirae;order__Brachyspirales;family__BrachyspiralesIncertaeSedis	0	0	0	0	0	0	0	5	0	89	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Brachyspirae;order__Brachyspirales;family__Brachyspiraceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Schekmanbacteria;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	15	0	0	38	27	30	0	0	0	0
root__Root;domain__Bacteria;phylum__SAR324cladeMarinegroupB;class__unknown;order__unknown;family__unknown	1	3	1	0	0	0	1	52	0	2	11	94	29	0	24	0	0
root__Root;domain__Bacteria;phylum__RCP2-54;class__unknown;order__unknown;family__unknown	0	0	2	0	0	0	0	2	0	4	250	133	34	0	49	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Zetaproteobacteria;order__Mariprofundales;family__Mariprofundaceae	0	0	0	1	1	0	0	4	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__unknown;family__unknown	0	0	0	1	1	2	0	0	0	0	0	0	0	0	37	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__uncultured;family__unknown	0	0	0	0	0	0	0	17	0	2	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__pItb-vmat-80;family__unknown	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__eub62A3;family__unknown	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__Xanthomonadaceae	7	2	6	37	38	26	0	1	0	0	464	19	3	40	245	177	32
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__Rhodanobacteraceae	3	2	0	10	13	1	0	0	0	0	0	1	1	334	127	260	300
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__WD260;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Vibrionales;family__Vibrionaceae	0	0	0	0	0	0	2	1	0	0	0	13	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__UBA4486;family__unknown	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__UBA10353marinegroup;family__unknown	0	0	0	0	0	0	0	44	0	6	0	4	13	0	2	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Thiotrichales;family__Thiotrichaceae	0	0	0	3	5	4	0	287	0	2	0	3	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Thiomicrospirales;family__Thiomicrospiraceae	0	0	0	0	0	0	0	660	0	55	0	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Thiomicrospirales;family__Thioglobaceae	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Tenderiales;family__Tenderiaceae	0	0	0	0	0	0	0	0	0	0	8	4	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__TDNP-Wbc97-11-7-16;family__unknown	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Steroidobacterales;family__Woeseiaceae	0	0	0	0	0	2	0	41	0	2	0	7	2	0	28	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Steroidobacterales;family__Steroidobacteraceae	2	0	2	0	0	0	0	0	0	0	0	0	1	0	248	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Salinisphaerales;family__Solimonadaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Salinisphaerales;family__Salinisphaeraceae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__SZB30;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__SS1-B-09-64;family__unknown	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__SS1-B-07-19;family__unknown	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__R7C24;family__unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pseudomonadales;family__Pseudomonadaceae	0	0	2	5	3	3	1	0	0	0	10	74	27	66	28	77	8
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pseudomonadales;family__Moraxellaceae	0	0	0	3	5	4	0	1	0	0	40	25	27	0	0	7	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pasteurellales;family__Pasteurellaceae	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__PLTA13;family__unknown	0	0	0	0	0	0	0	0	0	0	13	2	4	0	383	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__P0X4b2H11;family__unknown	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Saccharospirillaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Pseudohongiellaceae	2	0	0	2460	2731	2763	0	2	0	0	28	0	0	0	4	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Oleiphilaceae	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Nitrincolaceae	0	0	0	12	13	4	0	14	0	3	23	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Marinomonadaceae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Kangiellaceae	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Halomonadaceae	0	0	0	0	0	0	673	5	0	0	0	3	1	0	2	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Endozoicomonadaceae	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Alcanivoracaceae1	0	0	0	21	20	22	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Oceanospirillales;family__Alcanivoracaceae	0	0	0	1	2	4	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__OM182clade;family__unknown	0	0	0	40	51	38	0	3	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Nitrosococcales;family__Nitrosococcaceae	0	0	0	0	0	0	0	1	0	2	27	5	26	0	6	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Nitrosococcales;family__Methylophagaceae	0	0	0	451	609	516	0	419	0	26	0	0	2	0	0	193	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Nitrococcales;family__Nitrococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Milano-WF1B-44;family__unknown	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Methylococcales;family__Methylomonadaceae	0	0	0	11	12	7	0	519	0	18	0	5	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Methylococcales;family__Methylohalobiaceae	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Methylococcales;family__Methylococcaceae	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Methylococcales;family__Cycloclasticaceae	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__MBAE14;family__unknown	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Legionellales;family__Legionellaceae	8	2	0	512	532	388	0	1	0	0	17	30	8	0	39	25	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__KI89Aclade;family__unknown	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__KF-JG30-C25;family__unknown	0	0	0	0	0	0	0	0	0	0	0	2	3	0	14	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JTB23;family__unknown	0	0	0	6	2	4	0	20	0	1	0	2	25	0	2	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JG36-TzT-191;family__unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JG36-GS-52;family__unknown	0	0	0	0	0	0	0	0	0	0	0	5	1	0	10	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Immundisolibacterales;family__Immundisolibacteraceae	0	0	0	0	0	0	0	17	0	1	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__I3A;family__unknown	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Halothiobacillales;family__Halothiobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	10
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__GammaproteobacteriaIncertaeSedis;family__UnknownFamily	2	2	1	98	132	116	862	301	0	25	7	20	11	5	194	0	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Ga0077536;family__unknown	0	0	0	0	4	1	0	0	0	0	38	15	91	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Francisellales;family__Francisellaceae	0	0	0	60	50	68	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Morganellaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Enterobacteriaceae	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
