#Exported for mctoolsr
"#OTU_ID"	"X11HMC"	"X12HMC"	"X13HMC"	"BON01"	"BON02"	"BON03"	"HotLakConsUCCSLE"	"Mar14236cm"	"Mar14336cm"	"Mar14436cm"	"OV2TP1"	"OV2TP2"	"OV2TP3"	"SSSS"	"VSG"	"frozenSSSS"	"grotaG"	"taxonomy"
"otu_42053"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae;Rhizina;NA;otu_42053"
"otu_73281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae;Psilopezia;NA;otu_73281"
"otu_27542"	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae;Phymatotrichopsis;NA;otu_27542"
"otu_203721"	4	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;NA;NA;otu_203721"
"otu_42715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Sowerbyella;NA;otu_42715"
"otu_42709"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Octospora;NA;otu_42709"
"otu_39353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Geopyxis;NA;otu_39353"
"otu_48364"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Plicaria;NA;otu_48364"
"otu_42712"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;NA;otu_42712"
"otu_81546"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Pachyella;NA;otu_81546"
"otu_61932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Imaia;NA;otu_61932"
"otu_98756"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;NA;otu_98756"
"otu_12818"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;NA;otu_12818"
"otu_6632"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;uncultured;NA;otu_6632"
"otu_81549"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus;NA;otu_81549"
"otu_139081"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;NA;NA;NA;otu_139081"
"otu_14792"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	2	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Peltulaceae;Peltula;NA;otu_14792"
"otu_15178"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;NA;NA;otu_15178"
"otu_62728"	11	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Porocyphus;NA;otu_62728"
"otu_24773"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Harpidium;NA;otu_24773"
"otu_15175"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Digitothyrea;NA;otu_15175"
"otu_14789"	5	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lichinomycetes;Lichinales;Heppiaceae;Heppia;NA;otu_14789"
"otu_37330"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	"Eukaryota;Ascomycota;Leotiomycetes;NA;NA;NA;NA;otu_37330"
"otu_217917"	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	943	1	"Eukaryota;Ascomycota;Leotiomycetes;NA;NA;NA;NA;otu_217917"
"otu_661"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	"Eukaryota;Ascomycota;Leotiomycetes;NA;NA;Pseudogymnoascus;NA;otu_661"
"otu_56568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;uncultured;NA;NA;NA;otu_56568"
"otu_30618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;NA;otu_30618"
"otu_232439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;NA;otu_232439"
"otu_18509"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;NA;otu_18509"
"otu_18496"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	974	3	"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Hyphozyma;NA;otu_18496"
"otu_12852"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Ascozonus;NA;otu_12852"
"otu_216793"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	"Eukaryota;Ascomycota;Leotiomycetes;Rhytismatales;NA;Darkera;NA;otu_216793"
"otu_233390"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	"Eukaryota;Ascomycota;Leotiomycetes;Rhytismatales;Cudoniaceae;Spathularia;NA;otu_233390"
"otu_110304"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;Myxotrichaceae;NA;NA;otu_110304"
"otu_662"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;Myxotrichaceae;Oidiodendron;NA;otu_662"
"otu_18007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;Myxotrichaceae;Byssoascus;NA;otu_18007"
"otu_187208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;IncertaeSedis;NA;NA;otu_187208"
"otu_105844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;IncertaeSedis;NA;NA;otu_105844"
"otu_29310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;IncertaeSedis;IncertaeSedis;Scytalidium;NA;otu_29310"
"otu_57850"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA;otu_57850"
"otu_31280"	21	13	6	0	0	0	0	0	0	0	0	0	0	0	0	13	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA;otu_31280"
"otu_189385"	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Rhymbocarpus;NA;otu_189385"
"otu_27353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Neocudoniella;NA;otu_27353"
"otu_27536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Lachnum;NA;otu_27536"
"otu_220985"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Hymenoscyphus;NA;otu_220985"
"otu_151112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Chlorovibrissea;NA;otu_151112"
"otu_80544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Bisporella;NA;otu_80544"
"otu_6625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;uncultured;NA;NA;otu_6625"
"otu_33962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;NA;otu_33962"
"otu_223613"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;NA;otu_223613"
"otu_25183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Alatospora;NA;otu_25183"
"otu_177020"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;IncertaeSedis;Tetracladium;NA;otu_177020"
"otu_15766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;IncertaeSedis;Tetracladium;NA;otu_15766"
"otu_27354"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	7	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;IncertaeSedis;Phialocephala;NA;otu_27354"
"otu_127743"	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;IncertaeSedis;Exochalara;NA;otu_127743"
"otu_50015"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;NA;NA;otu_50015"
"otu_26718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;NA;NA;otu_26718"
"otu_194943"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;NA;NA;otu_194943"
"otu_80548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Mniaecia;NA;otu_80548"
"otu_14904"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Holwaya;NA;otu_14904"
"otu_217159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Epithamnolia;NA;otu_217159"
"otu_80549"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Epiglia;NA;otu_80549"
"otu_189386"	4	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Cordieritidaceae;Thamnogalla;NA;otu_189386"
"otu_208745"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Cenangium;NA;otu_208745"
"otu_208743"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Cenangium;NA;otu_208743"
"otu_901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Podosphaera;NA;otu_901"
"otu_2928"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	"Eukaryota;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Pleochaeta;NA;otu_2928"
"otu_2065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Parauncinula;NA;otu_2065"
"otu_57847"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Leotiomycetes;Cyttariales;Cyttariaceae;Cyttaria;NA;otu_57847"
"otu_106332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	"Eukaryota;Ascomycota;LeotiomycetaIncertaeSedis;Candelariales;Pycnoraceae;NA;NA;otu_106332"
"otu_229988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;LeotiomycetaIncertaeSedis;Candelariales;Pycnoraceae;Pycnora;NA;otu_229988"
"otu_62731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lecanoromycetes;NA;NA;NA;NA;otu_62731"
"otu_43117"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;NA;NA;NA;NA;otu_43117"
"otu_114495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;NA;NA;NA;NA;otu_114495"
"otu_28525"	10	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	"Eukaryota;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;NA;otu_28525"
"otu_139719"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;NA;otu_139719"
"otu_192879"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	8	"Eukaryota;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Niorma;NA;otu_192879"
"otu_155514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Niorma;NA;otu_155514"
"otu_155510"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Teloschistales;Megalosporaceae;Sipmaniella;NA;otu_155510"
"otu_27588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Rhizocarpales;Rhizocarpaceae;Rhizocarpon;NA;otu_27588"
"otu_114499"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;NA;NA;NA;otu_114499"
"otu_14708"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	"Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;NA;Coccotrema;NA;otu_14708"
"otu_227554"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Pertusaria;NA;otu_227554"
"otu_13613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Pertusaria;NA;otu_13613"
"otu_14707"	23	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;Ochrolechiaceae;Ochrolechia;NA;otu_14707"
"otu_62730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;NA;Vahliella;NA;otu_62730"
"otu_192870"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;NA;Placynthium;NA;otu_192870"
"otu_62733"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;NA;Leptochidium;NA;otu_62733"
"otu_62729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;Coccocarpiaceae;Coccocarpia;NA;otu_62729"
"otu_215705"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	"Eukaryota;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Gomphillus;NA;otu_215705"
"otu_16729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Stereocaulaceae;Lepraria;NA;otu_16729"
"otu_215798"	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;NA;NA;otu_215798"
"otu_14158"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Psoraceae;Psora;NA;otu_14158"
"otu_27561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Psoraceae;Protoblastenia;NA;otu_27561"
"otu_27817"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Xanthoparmelia;NA;otu_27817"
"otu_2837"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;NA;otu_2837"
"otu_2836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Anzia;NA;otu_2836"
"otu_16337"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Micareaceae;Micarea;NA;otu_16337"
"otu_27392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Rhizoplaca;NA;otu_27392"
"otu_27393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Protoparmeliopsis;NA;otu_27393"
"otu_13472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecidella;NA;otu_13472"
"otu_16759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Gymnoderma;NA;otu_16759"
"otu_140175"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;NA;NA;otu_140175"
"otu_155521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Cyphelium;NA;otu_155521"
"otu_16325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	"Eukaryota;Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Phacopsis;NA;otu_16325"
"otu_28463"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;IncertaeSedis;IncertaeSedis;IncertaeSedis;Lecophagus;NA;otu_28463"
"otu_6969"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	"Eukaryota;Ascomycota;IncertaeSedis;IncertaeSedis;IncertaeSedis;Dictyocatenulata;NA;otu_6969"
"otu_198532"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Eukaryota;Ascomycota;Eurotiomycetes;NA;NA;NA;NA;otu_198532"
"otu_12251"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Eurotiomycetes;NA;NA;NA;NA;otu_12251"
"otu_159768"	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;uncultured;NA;otu_159768"
"otu_56970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Wahlenbergiella;NA;otu_56970"
"otu_56971"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verruculopsis;NA;otu_56971"
"otu_94345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verrucaria;NA;otu_94345"
"otu_56965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Thelidium;NA;otu_56965"
"otu_56964"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	4	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Staurothele;NA;otu_56964"
"otu_47736"	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	85	33	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Staurothele;NA;otu_47736"
"otu_56967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Placopyrenium;NA;otu_56967"
"otu_56969"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Hydropunctaria;NA;otu_56969"
"otu_56952"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	3	"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Bagliettoa;NA;otu_56952"
"otu_24657"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Auxarthron;NA;otu_24657"
"otu_217862"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Mycocaliciales;Mycocaliciaceae;Mycocalicium;NA;otu_217862"
"otu_22488"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;NA;otu_22488"
"otu_7031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA;otu_7031"
"otu_15213"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;NA;otu_15213"
"otu_231680"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Bradymyces;NA;otu_231680"
"otu_176958"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Bradymyces;NA;otu_176958"
"otu_17433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;NA;otu_17433"
"otu_53702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;NA;otu_53702"
"otu_38240"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	5	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;NA;otu_38240"
"otu_49235"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19	1	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;NA;otu_49235"
"otu_212940"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;NA;otu_212940"
"otu_206640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;NA;otu_206640"
"otu_17434"	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	12	"Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;NA;otu_17434"
"otu_19473"	26	8	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;otu_19473"
"otu_183518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;otu_183518"
"otu_138137"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;otu_138137"
"otu_114289"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;otu_114289"
"otu_110305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;otu_110305"
"otu_220838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;NA;NA;Cenococcum;NA;otu_220838"
"otu_125347"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	"Eukaryota;Ascomycota;Dothideomycetes;uncultured;NA;NA;NA;otu_125347"
"otu_15190"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;NA;otu_15190"
"otu_200031"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Valsariales;Valsariaceae;Myrmaecium;NA;otu_200031"
