#taxpath	11HMC.bins	12HMC.bins	13HMC.bins	BON01.bins	BON02.bins	BON03.bins	HotLakConsUCCSLE.bins	Mar14236cm.bins	Mar14336cm.bins	Mar14436cm.bins	OV2TP1.bins	OV2TP2.bins	OV2TP3.bins	SSSS.bins	VSG.bins	frozenSSSS.bins	grotaG.bins
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Physciaceae;genus__unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Caliciaceae;genus__Cyphelium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Caliciaceae;genus__Buellia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Acarosporales;family__Acarosporaceae;genus__Phacopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__IncertaeSedis;order__IncertaeSedis;family__IncertaeSedis;genus__Lecophagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__IncertaeSedis;order__IncertaeSedis;family__IncertaeSedis;genus__Dictyocatenulata	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__uncultured	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Wahlenbergiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Verruculopsis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Verrucaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Thelidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Staurothele	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	185	76
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Placopyrenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Hydropunctaria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Bagliettoa	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	3
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__Onygenaceae;genus__Auxarthron	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Mycocaliciales;family__Mycocaliciaceae;genus__Mycocalicium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__Knufia	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__Bradymyces	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Rhinocladiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Exophiala	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	18	5
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Cladophialophora	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	57	2
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Capronia	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	12
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__unknown	27	9	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__Cenococcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__uncultured;family__unknown;genus__unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Venturiales;family__Venturiaceae;genus__Venturia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Valsariales;family__Valsariaceae;genus__Myrmaecium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Tubeufiales;family__Tubeufiaceae;genus__Tubeufia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Tubeufiales;family__Tubeufiaceae;genus__Helicoma	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__unknown	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Trematosphaeria	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Herpotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Delitschia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Trematosphaeriaceae;genus__Falciformispora	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Sporormiaceae;genus__Preussia	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Bipolaris	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Phaeosphaeriaceae;genus__Ophiosphaerella	4	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Leptosphaeriaceae;genus__Neophaeosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__IncertaeSedis;genus__unknown	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__IncertaeSedis;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymosphaeriaceae;genus__Bimuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Boeremia	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Cucurbitariaceae;genus__Pyrenochaeta	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Myriangiales;family__Elsinoaceae;genus__Elsinoe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__IncertaeSedis;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__IncertaeSedis;genus__Heliocephala	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Dothideales;family__Aureobasidiaceae;genus__Aureobasidium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__unknown;genus__Teratoramularia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__unknown;genus__Acrodontium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Suberoteratosphaeria	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Recurvomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Neocatenulostroma	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Friedmanniomyces	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Capnobotryella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Teratosphaeriaceae;genus__Acidomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Schizothyriaceae;genus__Schizothyrium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Zymoseptoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Stigmina	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Sphaerulina	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Ramularia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Pseudocercospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Mycosphaerellaceae;genus__Mycosphaerella	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Extremaceae;genus__unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Cladosporiaceae;genus__Toxicocladosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Cladosporiaceae;genus__Cladosporium	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Arthoniomycetes;order__uncultured;family__unknown;genus__unknown	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Harpacticoida;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	37	91	9	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Cyclopoida;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Maxillopoda;order__Calanoida;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Malacostraca;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	1	80	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Diptera;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	391	3	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Coleoptera;family__unknown;genus__unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown	0	9	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Diplopoda;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Arachnida;order__unknown;family__unknown;genus__unknown	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Arachnida;order__Araneae;family__unknown;genus__unknown	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apusomonadidae;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Monocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Elev-18S-1089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__D3P05A02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Cryptosporida;family__unknown;genus__Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Coccidia;family__Eimeriorina;genus__unknown	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Coccidia;family__Eimeriorina;genus__Eimeria	0	0	0	5	4	10	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Aphelidea;class__unknown;order__unknown;family__unknown;genus__uncultured	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Aphelidea;class__unknown;order__unknown;family__unknown;genus__Aphelidium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Terebellida;family__unknown;genus__unknown	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Phyllodocida;family__unknown;genus__unknown	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Polychaeta;order__Eunicida;family__unknown;genus__unknown	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
root__Root;domain__Bacteria;phylum__unknown;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	1	0	0	0	14	19	0	0	0	0
root__Root;domain__Bacteria;phylum__uncultured;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Zixibacteria;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	574	0	18	6	29	8	0	3	0	0
root__Root;domain__Bacteria;phylum__WS2;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	5	0	0	0	0	281	0	66	0	0	0	0	6	0	0
root__Root;domain__Bacteria;phylum__WS1;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	270	0	21	0	0	3	0	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown	0	3	0	0	0	0	0	2	0	0	0	2	1	73	0	35	48
root__Root;domain__Bacteria;phylum__WOR-1;class__unknown;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__uncultured;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Verrucomicrobiaceae;genus__uncultured	3	0	0	4	9	5	0	0	0	1	0	0	0	2	71	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Verrucomicrobiaceae;genus__Verrucomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Verrucomicrobiaceae;genus__Roseimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Verrucomicrobiaceae;genus__Prosthecobacter	0	0	0	32	32	31	0	0	0	0	0	0	0	0	0	477	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Rubritaleaceae;genus__Rubritalea	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Rubritaleaceae;genus__Roseibacillus	0	0	0	609	636	580	0	1	0	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Rubritaleaceae;genus__Persicirhabdus	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__Rubritaleaceae;genus__Luteolibacter	0	0	0	834	970	778	0	5	0	0	0	0	0	0	74	970	1
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Verrucomicrobiales;family__DEV007;genus__unknown	0	0	0	2932	3107	2857	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__S-BQ2-57soilgroup;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	21	9	4	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__unknown	20	5	6	68	66	64	0	1	0	2	70	69	28	0	153	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__uncultured	4	9	5	15	17	10	0	0	0	0	11	5	2	0	33	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__SH3-11	0	0	0	34	45	50	0	0	0	0	0	0	0	0	7	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__SCGCAAA164-E04	0	0	0	49	60	51	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__RS25G	0	0	0	4	6	5	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__Pedosphaera	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__Oikopleura	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__Limisphaera	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__Ellin517	2	5	5	0	0	0	0	0	0	0	0	3	1	0	7	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__Ellin516	0	0	0	0	0	0	0	0	0	0	18	4	2	0	2	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__DEV114	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__DEV008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__ADurb.Bin118	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Pedosphaerales;family__Pedosphaeraceae;genus__ADurb.Bin063-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__uncultured;genus__unknown	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Puniceicoccaceae;genus__Verruc-01	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Puniceicoccaceae;genus__Lentimonas	0	0	0	114	106	85	0	0	0	0	14	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Puniceicoccaceae;genus__Coraliomargarita	0	0	0	8	16	11	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Opitutales;family__Puniceicoccaceae;genus__Cerasicoccus	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0
