#taxpath	11HMC.bins	12HMC.bins	13HMC.bins	BON01.bins	BON02.bins	BON03.bins	HotLakConsUCCSLE.bins	Mar14236cm.bins	Mar14336cm.bins	Mar14436cm.bins	OV2TP1.bins	OV2TP2.bins	OV2TP3.bins	SSSS.bins	VSG.bins	frozenSSSS.bins	grotaG.bins
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia	6	2	1	3	1	1	0	70	0	6	0	101	26	89	39	53	63
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Kazania	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Gracilibacteria	0	3	0	4	6	7	0	183	0	30	64	122	59	0	22	1	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Dojkabacteria	0	0	0	0	0	0	0	42	0	3	0	0	0	7	1	5	5
root__Root;domain__Bacteria;phylum__Patescibacteria;class__CPR2	0	0	0	0	0	0	0	5	0	0	0	0	0	13	0	16	10
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Berkelbacteria	0	0	0	0	0	0	0	12	0	0	0	3	0	2	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__ABY1	0	0	1	12	14	8	0	209	0	6	3	84	25	0	8	0	0
root__Root;domain__Bacteria;phylum__PAUC34f;class__unknown	0	0	0	0	0	0	0	13	0	5	0	10	35	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospirota;class__Thermodesulfovibrionia	0	0	0	0	0	0	0	1	0	2	6	15	25	1	0	4	2
root__Root;domain__Bacteria;phylum__Nitrospirota;class__Nitrospiria	48	18	36	0	0	0	0	0	0	1	803	290	601	0	335	0	0
root__Root;domain__Bacteria;phylum__Nitrospirota;class__Leptospirillia	0	0	0	0	0	0	0	0	0	0	35	32	16	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospirota;class__HDB-SIOI1093	0	0	0	0	0	0	0	0	0	0	0	108	28	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospirota;class__BMS9AB35	0	0	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospirota;class__4-29-1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospinota;class__unknown	0	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospinota;class__P9X2b3D02	0	0	0	0	0	0	0	18	0	13	47	47	58	0	0	0	0
root__Root;domain__Bacteria;phylum__Nitrospinota;class__Nitrospinia	0	0	0	0	0	0	0	5	0	1	0	9	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Nitrospinota;class__MT5B39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__NKB15;class__unknown	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0
root__Root;domain__Bacteria;phylum__NB1-j;class__unknown	0	0	0	5	2	0	0	121	0	9	134	32	17	0	147	0	0
root__Root;domain__Bacteria;phylum__Myxococcota;class__bacteriap25	2	0	0	0	0	0	0	19	0	1	812	626	718	0	379	0	0
root__Root;domain__Bacteria;phylum__Myxococcota;class__Polyangia	398	359	397	2	0	0	0	64	0	16	568	146	175	1094	753	284	833
root__Root;domain__Bacteria;phylum__Myxococcota;class__Myxococcia	290	225	189	0	0	0	0	0	0	0	0	55	71	108	62	38	98
root__Root;domain__Bacteria;phylum__Modulibacteria;class__Moduliflexia	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Methylomirabilota;class__Methylomirabilia	0	0	0	0	0	0	0	3	0	4	2347	1930	2374	0	1051	0	0
root__Root;domain__Bacteria;phylum__MarinimicrobiaSAR406clade;class__unknown	0	0	0	0	0	0	0	87	0	12	0	5	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Margulisbacteria;class__unknown	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
root__Root;domain__Bacteria;phylum__MBNT15;class__unknown	0	0	0	0	0	0	0	22	0	0	63	69	30	0	91	0	0
root__Root;domain__Bacteria;phylum__MAT-CR-M4-B07;class__unknown	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Latescibacterota;class__unknown	0	0	0	0	0	0	0	209	0	21	371	187	33	0	333	0	0
root__Root;domain__Bacteria;phylum__Latescibacterota;class__Latescibacteria	0	0	0	0	0	0	0	207	0	29	0	1	2	0	39	0	0
root__Root;domain__Bacteria;phylum__LCP-89;class__unknown	0	0	0	0	0	0	0	214	0	8	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Hydrothermae;class__unknown	0	0	0	0	0	0	0	429	4598	2862	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Hydrogenedentes;class__Hydrogenedentia	2	0	0	0	0	0	0	40	0	4	56	26	26	0	10	0	0
root__Root;domain__Bacteria;phylum__Halanaerobiaeota;class__Halanaerobiia	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__S0134terrestrialgroup	11	11	6	0	2	0	0	1	0	0	29	22	41	0	49	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__PAUC43fmarinebenthicgroup	0	0	0	0	0	0	0	4	0	1	0	7	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__MD2902-B12	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__Longimicrobia	437	322	264	0	2	0	0	0	0	0	0	4	3	0	45	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__Gemmatimonadetes	824	605	865	6	6	5	0	2	0	0	277	133	267	132	858	155	117
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__BD2-11terrestrialgroup	0	2	1	0	0	0	0	83	0	0	25	80	51	0	43	0	0
root__Root;domain__Bacteria;phylum__Gemmatimonadota;class__AKAU4049	0	0	0	0	0	0	0	0	0	0	4	8	9	0	47	0	0
root__Root;domain__Bacteria;phylum__GN01;class__unknown	0	0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__GAL15;class__unknown	0	0	0	0	0	0	0	0	0	2	235	179	81	0	0	0	0
root__Root;domain__Bacteria;phylum__Fusobacteriota;class__Fusobacteriia	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
root__Root;domain__Bacteria;phylum__Firmicutes;class__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8
root__Root;domain__Bacteria;phylum__Firmicutes;class__Thermoanaerobacteria	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	3	5
root__Root;domain__Bacteria;phylum__Firmicutes;class__Syntrophomonadia	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	6	20
root__Root;domain__Bacteria;phylum__Firmicutes;class__Symbiobacteriia	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Firmicutes;class__Negativicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	1898	0	524	317
root__Root;domain__Bacteria;phylum__Firmicutes;class__Limnochordia	0	0	0	0	0	0	0	2	0	0	0	14	9	0	0	0	1
root__Root;domain__Bacteria;phylum__Firmicutes;class__IncertaeSedis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
root__Root;domain__Bacteria;phylum__Firmicutes;class__Dethiobacteria	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Firmicutes;class__Desulfotomaculia	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0
root__Root;domain__Bacteria;phylum__Firmicutes;class__Desulfitobacteriia	4	0	0	1	0	0	0	2	0	0	0	9	2	982	0	247	199
root__Root;domain__Bacteria;phylum__Firmicutes;class__D8A-2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Firmicutes;class__Clostridia	0	2	3	7	3	4	0	178	0	49	70	19	22	18396	7	6951	7605
root__Root;domain__Bacteria;phylum__Firmicutes;class__Bacilli	82	40	48	2	6	1	0	20	30	6	451	49	34	290	57	277	222
root__Root;domain__Bacteria;phylum__Fibrobacterota;class__Fibrobacteria	3	14	2	0	0	0	0	36	0	1	0	10	17	15	2	25	19
root__Root;domain__Bacteria;phylum__Fibrobacterota;class__Chitinivibrionia	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Fermentibacterota;class__Fermentibacteria	0	0	0	0	0	0	0	123	0	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__FW113;class__unknown	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__FCPU426;class__unknown	0	0	0	0	0	0	0	0	0	0	0	6	10	0	1	0	0
root__Root;domain__Bacteria;phylum__Entotheonellaeota;class__Entotheonellia	2	0	2	0	0	0	0	0	0	0	292	362	143	0	76	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__Rs-M47	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__LineageIIc	0	0	0	0	0	0	0	0	0	0	0	25	28	0	0	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__LineageIIb	4	8	3	0	0	0	0	0	0	0	0	9	9	0	0	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__LineageIIa	1	5	7	0	0	0	0	2	0	0	0	1	15	0	4	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__Endomicrobia	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Elusimicrobiota;class__Elusimicrobia	0	0	0	2	0	0	0	15	0	0	18	61	150	0	2	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__uncultured	0	0	0	0	0	2	0	12	0	19	225	154	38	0	124	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Thermodesulfobacteria	0	0	0	0	0	0	0	422	214	6764	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Syntrophorhabdia	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Syntrophobacteria	0	0	0	0	0	0	0	94	0	2	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Syntrophia	0	0	0	0	0	0	0	0	0	18	0	3	15	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__IncertaeSedis	0	0	0	0	0	0	0	124	1163	1189	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Dissulfuribacteria	0	0	0	0	0	0	0	5604	0	552	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfuromonadia	5	0	5	3	1	0	0	113	0	64	45	23	19	88	11	50	287
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfovibrionia	0	0	0	0	0	0	0	76	0	2	14	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfomonilia	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfofervidia	0	0	0	0	0	0	0	4159	0	4923	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfobulbia	1	0	1	0	0	0	0	509	0	106	0	4	2	1	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfobacteria	0	0	0	0	0	0	0	4398	0	1235	5	3	4	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfobaccia	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Desulfobacterota;class__Desulfarculia	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Dependentiae;class__Babeliae	8	0	0	812	941	1048	0	41	0	5	22	32	26	0	44	0	0
root__Root;domain__Bacteria;phylum__Deinococcota;class__Deinococci	17	46	35	0	0	0	0	0	0	0	0	0	0	843	10	435	731
root__Root;domain__Bacteria;phylum__Deferribacterota;class__Deferribacteres	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Dadabacteria;class__Dadabacteriia	0	0	0	0	0	0	0	11	0	2	669	221	69	0	3	0	0
root__Root;domain__Bacteria;phylum__DTB120;class__unknown	0	0	0	0	0	0	0	11	0	0	0	8	23	0	0	0	0
root__Root;domain__Bacteria;phylum__Cyanobacteria;class__Vampirivibrionia	4	0	1	0	0	0	0	13	0	5	148	139	109	15	2	0	2
root__Root;domain__Bacteria;phylum__Cyanobacteria;class__Sericytochromatia	13	9	19	0	0	0	0	0	0	0	0	4	9	0	0	0	2
root__Root;domain__Bacteria;phylum__Cyanobacteria;class__Cyanobacteriia	2951	2234	2466	47380	41020	47558	33196	50	186	13	412	89	39	9479	12	6685	13024
root__Root;domain__Bacteria;phylum__Cloacimonadota;class__Cloacimonadia	0	0	0	0	0	0	0	1693	0	57	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__TK30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__TK17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__TK10	220	174	225	0	0	1	0	0	0	0	74	40	17	0	92	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__SHA-26	3	8	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__P2-11E	0	0	1	0	0	0	0	0	0	0	4	15	14	0	14	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__OLB14	1	2	2	0	0	0	0	0	0	0	63	14	18	0	25	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__Ktedonobacteria	43	54	74	0	0	0	0	0	0	0	0	0	0	805	25	477	793
root__Root;domain__Bacteria;phylum__Chloroflexi;class__KD4-96	156	73	120	0	0	0	0	12	0	0	43	61	16	5	216	9	3
root__Root;domain__Bacteria;phylum__Chloroflexi;class__JG30-KF-CM66	15	17	21	0	0	0	0	2	0	0	497	216	137	0	80	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__Gitt-GS-136	24	23	9	0	0	0	0	0	0	0	0	0	3	0	122	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__Dehalococcoidia	4	5	1	0	0	0	0	393	25	48	433	728	422	1	88	0	0
root__Root;domain__Bacteria;phylum__Chloroflexi;class__Chloroflexia	1159	629	848	1	0	4	0	0	0	0	0	0	4	153	69	279	313
root__Root;domain__Bacteria;phylum__Chloroflexi;class__Anaerolineae	59	46	52	363	332	347	0	2349	0	834	517	317	131	2363	325	1180	3197
root__Root;domain__Bacteria;phylum__Chloroflexi;class__AD3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0
root__Root;domain__Bacteria;phylum__Campilobacterota;class__Desulfurellia	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Campilobacterota;class__Campylobacteria	0	0	0	0	0	0	0	2211	0	1785	0	2	0	151	0	42	34
root__Root;domain__Bacteria;phylum__Calditrichota;class__Calditrichia	0	0	0	0	0	0	0	513	0	131	9	18	9	0	0	0	0
root__Root;domain__Bacteria;phylum__Caldisericota;class__Caldisericia	0	0	0	0	0	0	0	129	0	355	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Caldatribacteriota;class__JS1	0	0	0	0	0	0	0	4520	0	56	0	0	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Caldatribacteriota;class__Caldatribacteriia	0	0	0	0	0	0	0	98	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__CK-2C2-2;class__unknown	0	0	0	0	0	0	0	30	0	4	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bdellovibrionota;class__Oligoflexia	57	34	56	8	2	0	0	8	0	6	23	214	327	127	57	33	46
root__Root;domain__Bacteria;phylum__Bdellovibrionota;class__Bdellovibrionia	35	28	45	3	3	2	0	26	0	6	0	40	27	16	48	47	8
root__Root;domain__Bacteria;phylum__Bacteroidota;class__SJA-28	0	0	0	0	0	0	0	0	0	0	0	4	10	0	51	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Rhodothermia	7	3	5	4	8	7	22	9	0	0	26	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Kryptonia	0	0	0	0	0	0	0	2	0	1	392	141	167	0	24	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Kapabacteria	22	14	19	46	49	33	0	16	0	0	0	0	0	0	2	1	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Ignavibacteria	0	0	0	0	0	0	0	196	0	1	5	27	31	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia	1266	1050	1283	31622	35708	35537	2588	3241	0	361	1594	312	95	41047	1386	25087	23644
root__Root;domain__Bacteria;phylum__BHI80-139;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Armatimonadota;class__uncultured	107	73	103	0	0	0	0	15	0	0	182	23	27	0	27	0	0
root__Root;domain__Bacteria;phylum__Armatimonadota;class__Fimbriimonadia	17	25	24	0	0	0	0	0	0	0	45	16	3	4	29	0	1
root__Root;domain__Bacteria;phylum__Armatimonadota;class__DG-56	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Armatimonadota;class__Chthonomonadetes	7	7	9	0	0	0	0	0	0	0	38	11	0	131	3	203	209
root__Root;domain__Bacteria;phylum__Armatimonadota;class__Armatimonadia	94	69	81	0	1	0	0	0	0	0	0	1	0	87	0	124	92
root__Root;domain__Bacteria;phylum__AncK6;class__unknown	0	0	0	0	0	0	0	2	0	0	1	41	196	0	0	0	0
root__Root;domain__Bacteria;phylum__Aerophobota;class__Aerophobia	0	0	0	0	0	0	0	56	0	33	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__WCHB1-81	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Thermoleophilia	2310	1731	2292	1902	2140	1754	0	5	103	3	586	241	128	16	256	11	33
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Rubrobacteria	1112	665	859	0	0	0	0	0	0	0	3	0	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__RBG-16-55-12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__MB-A2-108	10	20	15	0	0	0	0	2	0	0	238	73	19	0	65	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Coriobacteriia	0	0	1	0	0	0	0	7	0	0	5	7	4	418	0	284	646
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria	8437	5827	8097	20464	21049	22424	45	1	4	1	800	97	70	4741	286	5626	4983
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Acidimicrobiia	463	392	552	5543	7788	5684	0	125	0	13	62	47	55	97	657	137	143
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__d142	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__c5LKS83	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Vicinamibacteria	163	159	226	0	0	0	0	1	0	3	1323	1205	637	1	3903	0	2
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Thermoanaerobaculia	234	88	129	0	0	0	0	213	0	15	129	44	18	0	207	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup5	3	0	0	0	0	0	0	0	0	0	117	281	239	1	113	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup26	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup25	4	0	0	0	0	0	0	0	0	0	3	16	5	0	30	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup22	0	3	0	0	0	0	0	66	0	6	335	112	76	0	185	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup21	0	0	0	0	0	0	0	34	0	0	17	2	4	0	0	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup20	0	0	0	0	0	0	0	0	0	0	2	7	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup18	0	0	0	0	1	0	0	0	0	0	48	40	42	0	21	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Subgroup11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	56	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Holophagae	127	69	66	0	0	0	0	35	0	10	48	23	19	0	108	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Blastocatellia	1232	868	1447	0	0	1	0	0	0	0	275	144	124	0	400	0	2
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Aminicenantia	0	0	0	0	0	0	0	652	0	60	11	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__Acidobacteriae	202	160	206	3	2	6	2	52	0	4	918	552	1250	318	217	235	379
root__Root;domain__Bacteria;phylum__Acidobacteriota;class__AT-s3-28	0	0	0	0	0	0	0	0	0	0	64	21	8	0	16	0	0
root__Root;domain__Bacteria;phylum__Acetothermia;class__Acetothermiia	0	0	0	0	0	0	0	934	1675	2836	87	26	12	0	0	0	0
root__Root;domain__Bacteria;phylum__Abditibacteriota;class__Abditibacteria	140	78	112	0	0	0	0	0	0	0	6	19	14	5	5	94	4
root__Root;domain__Bacteria;phylum__10bav-F6;class__unknown	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__uncultured;class__unknown	0	0	0	0	0	0	0	2	0	134	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Thermoplasmatota;class__unknown	0	0	0	0	0	0	0	246	14	1266	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Thermoplasmatota;class__Thermoplasmata	1	0	2	0	0	0	2	1610	287	1883	53	35	46	0	0	0	0
root__Root;domain__Archaea;phylum__Nanoarchaeota;class__Nanoarchaeia	0	0	1	0	0	0	0	442	0	69	113	426	252	0	0	0	0
root__Root;domain__Archaea;phylum__Micrarchaeota;class__Micrarchaeia	0	0	0	0	0	0	0	1	0	0	0	7	14	0	0	0	0
root__Root;domain__Archaea;phylum__Korarchaeota;class__Korarchaeia	0	0	0	0	0	0	0	16	1172	173	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Iainarchaeota;class__Iainarchaeia	0	0	0	0	0	0	0	8	0	4	0	2	2	0	0	0	0
root__Root;domain__Archaea;phylum__Hydrothermarchaeota;class__Hydrothermarchaeia	0	0	0	0	0	0	0	45	0	40	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Halobacterota;class__uncultured	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0
root__Root;domain__Archaea;phylum__Halobacterota;class__Methanosarcinia	0	0	0	0	0	0	0	1932	0	902	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Halobacterota;class__Halobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Archaea;phylum__Halobacterota;class__Archaeoglobi	0	0	0	0	0	0	0	230	206	298	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Halobacterota;class__ANME-1	0	0	0	0	0	0	0	11316	3328	23142	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Hadarchaeota;class__Hadarchaeia	0	0	0	0	0	0	0	3	1077	28	0	0	1	0	0	0	0
root__Root;domain__Archaea;phylum__Euryarchaeota;class__Thermococci	0	0	0	0	0	0	0	1071	169	731	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Euryarchaeota;class__Methanococci	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Crenarchaeota;class__Thermoprotei	0	0	0	0	0	0	0	253	4187	3341	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Crenarchaeota;class__Nitrososphaeria	423	269	456	0	0	0	0	124	1717	3829	1526	1522	678	0	686	0	0
root__Root;domain__Archaea;phylum__Crenarchaeota;class__Bathyarchaeia	0	0	0	0	0	0	0	433	1428	3427	18	15	36	0	1	0	0
root__Root;domain__Archaea;phylum__Asgardarchaeota;class__Odinarchaeia	0	0	0	0	0	0	0	40	0	5	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Asgardarchaeota;class__Lokiarchaeia	0	0	0	0	0	0	0	274	97	38	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Asgardarchaeota;class__Heimdallarchaeia	0	0	0	0	0	0	0	42	0	18	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Altiarchaeota;class__Altiarchaeia	0	0	0	0	0	0	0	6	0	392	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Aenigmarchaeota;class__DeepSeaEuryarchaeoticGroupDSEG	0	0	0	0	0	0	0	106	0	10	0	3	3	0	0	0	0
root__Root;domain__Archaea;phylum__Aenigmarchaeota;class__Aenigmarchaeia	0	0	0	0	0	0	0	50	0	28	0	2	5	0	0	0	0
Unassigned	3746	2994	4420	34059	33678	37434	1100	7130	552	1494	2578	2003	1362	14689	5065	33323	11055
Unaligned	8326	6010	7699	39162	38870	42486	2795	32757	32572	26915	19365	35245	30013	22575	3983	21145	14051
