#Exported for mctoolsr
"#ASV_ID"	"X2004247001"	"X3300022699"	"X3300003723"	"X3300003307"	"X3300003709"	"X3300022434"	"X3300022446"	"X3300022460"	"X3300017990"	"X3300003630"	"X3300028388"	"X3300022450"	"X3300021198"	"X3300019892"	"X3300003656"	"X3300022444"	"X3300005996"	"X3300022436"	"X2004247007"	"X3300028546"	"X3300022398"	"X3300022323"	"X3300016769"	"X3300022313"	"X3300006974"	"X3300001590"	"X3300007063"	"X3300001970"	"X3300006161"	"X3300022310"	"X3300022320"	"X3300022677"	"X2084038019"	"X3300022453"	"X3300034406"	"X3300022337"	"X3300022341"	"X3300019924"	"X3300005140"	"X3300022439"	"X3300003123"	"X3300022458"	"X3300022449"	"X3300034378"	"X3300006171"	"X3300022331"	"X3300022725"	"X3300017578"	"X3300019926"	"X3300020058"	"X3300022415"	"X3300017563"	"X3300022425"	"X3300022347"	"X3300028383"	"X3300003120"	"X3300000240"	"X2236876021"	"X3300005143"	"X3300017507"	"X3300005717"	"X3300022318"	"X3300022328"	"X3300022442"	"X3300022432"	"X3300006966"	"X3300009069"	"X3300001332"	"X3300017828"	"X3300007238"	"X2236876017"	"X3300022355"	"X3300001523"	"X3300022332"	"X3300021380"	"X3300003635"	"X3300024063"	"X3300022455"	"X3300005642"	"X2140918027"	"X2140918017"	"X3300017523"	"X3300022681"	"X3300028423"	"X3300022676"	"X3300006999"	"X3300017455"	"X3300022342"	"X3300000578"	"X3300022418"	"X3300022428"	"X3300017575"	"X3300006016"	"X3300007028"	"X3300003629"	"X3300017963"	"X3300017502"	"X3300022349"	"X3300022404"	"X2004247004"	"X3300022447"	"X3300005412"	"X3300022315"	"X3300022325"	"X3300022431"	"X3300018065"	"X3300017960"	"X3300001101"	"X3300022441"	"X3300022437"	"X3300017580"	"X2004247006"	"X3300022706"	"X3300022358"	"X3300017510"	"X3300000328"	"X3300017825"	"X3300000910"	"X3300022339"	"X3300022406"	"X3300017815"	"X2236876022"	"X3300003626"	"X3300023214"	"X3300007020"	"X3300011934"	"X3300022410"	"X3300022420"	"X2100351014"	"X3300006982"	"X3300022402"	"X3300022395"	"X2004247002"	"X3300009133"	"X2084038011"	"X3300022344"	"X3300022409"	"X3300005273"	"X3300022336"	"X3300002078"	"X3300018080"	"X2061766006"	"X3300017106"	"X2004247009"	"X3300022350"	"X3300000525"	"X3300005268"	"X3300022423"	"X3300022723"	"X3300007023"	"X2025206003"	"X3300021390"	"X3300017475"	"X3300003707"	"X3300019927"	"X3300000245"	"X3300022334"	"X3300022346"	"X3300002148"	"X3300028384"	"X3300022322"	"X3300022312"	"X3300022448"	"X2209111009"	"X3300003625"	"X3300006978"	"X3300022351"	"X3300022357"	"X3300022438"	"X3300021391"	"X3300003658"	"X3300007038"	"X3300022459"	"X3300017474"	"X3300022452"	"X3300022335"	"X3300017971"	"X3300022421"	"X2061766005"	"X3300022411"	"X3300000244"	"X3300031914"	"X3300005075"	"X3300035034"	"X3300000246"	"X3300022417"	"X3300001097"	"X3300022427"	"X3300022345"	"X3300017992"	"X3300017564"	"X3300022462"	"X3300022319"	"X3300022329"	"X3300017476"	"X3300022456"	"X3300001112"	"X3300022430"	"X3300022464"	"X3300017587"	"X3300022399"	"X3300024061"	"X3300017517"	"X3300023199"	"X3300017511"	"X3300017521"	"X3300022683"	"X3300004819"	"X3300000911"	"X3300028421"	"X3300005139"	"X3300022440"	"X3300007852"	"X3300022454"	"X3300022326"	"X3300022316"	"X3300028604"	"X3300035633"	"X3300022433"	"X3300004822"	"X3300007033"	"X3300022705"	"X2004247005"	"X3300017989"	"X3300017826"	"X3300022405"	"X3300022392"	"X3300038366"	"X3300022443"	"X3300028382"	"X3300022314"	"X3300022324"	"X3300005142"	"X3300006973"	"X2124908030"	"X3300022343"	"X3300017512"	"X3300017987"	"X3300022777"	"X3300007084"	"X3300022414"	"X3300022424"	"X3300017582"	"X3300001293"	"X3300019925"	"X3300023202"	"X3300003314"	"X3300017500"	"X3300022426"	"X3300022416"	"X3300022333"	"X3300005141"	"X3300023283"	"X3300000405"	"X3300038324"	"X2236876023"	"X3300004817"	"X3300005070"	"X3300022354"	"X3300022340"	"X3300023197"	"X3300022330"	"X3300006170"	"X3300022397"	"X3300022408"	"X3300017519"	"X3300035158"	"X2004247008"	"X3300022356"	"X3300003623"	"X3300022445"	"X3300022403"	"X3300022317"	"X3300022327"	"X2004247003"	"X3300006160"	"X3300022419"	"X3300022429"	"X3300020206"	"X3300001591"	"X3300007019"	"X3300007029"	"X3300022719"	"X3300023218"	"X3300022352"	"X3300017827"	"X2236876018"	"X3300022321"	"X3300022311"	"X3300022435"	"X2081372007"	"X3300028522"	"X3300022461"	"X3300022457"	"X3300017991"	"X3300028663"	"X3300000554"	"X3300022700"	"X2004247000"	"X3300022359"	"X3300000986"	"X3300022338"	"X3300017516"	"X3300017571"	"X3300022400"	"X3300034152"	"X3300022348"	"X3300017524"	"X3300017514"	"X3300022422"	"X3300001130"	"X3300022412"	"X3300017496"	"X3300007022"	"X3300022451"	"X3300003631"	"X3300009061"	"X3300007537"	"X3300007535"	"X3300007628"	"X3300007668"	"X3300007626"	"X3300007635"	"X3300007983"	"X3300007712"	"X3300007984"	"X3300007633"	"X3300007723"	"taxonomy"
"Calidifontibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Calidifontibacter"
"Calidithermus"	2	9	1	87	0	11	11	24	931	1	0	6	0	1	0	6	4	11	8	0	8	7	0	8	2	1	8	15	0	8	9	0	0	11	34	8	11	0	4	8	1	7	18	58	7	1	76	0	3	4	14	0	13	20	0	0	0	0	11	1	27	14	4	6	9	1	2	4	0	10	0	6	15	4	0	0	0	7	16	16	3	2	0	0	0	2	0	3	0	7	7	0	4	3	1	679	0	14	19	2	14	6	15	2	10	682	736	9	5	13	3	7	6	15	1	0	0	31	12	14	0	0	0	114	3	26	9	10	1	8	3	4	3	13	1	5	4	4	10	0	517	29	0	7	8	20	0	9	54	4	2	0	0	0	0	0	4	9	0	0	3	4	8	0	0	0	21	13	12	0	0	3	8	0	10	14	732	7	28	6	0	0	11	24	0	13	38	6	16	1214	0	12	11	15	0	9	33	10	33	0	22	0	1	89	3	1	0	4	34	0	2	3	4	8	6	18	0	12	6	2	3	10	4	552	0	11	19	0	10	0	13	13	14	2	0	7	0	593	9	8	11	6	3	0	0	69	6	1	11	10	9	12	58	0	0	0	1	24	12	10	10	14	0	21	18	4	246	5	4	0	21	8	5	7	3	0	12	11	9	10	0	1	57	61	14	0	0	2	7	8	4	0	11	12	705	0	0	7	3	8	11	6	1	0	16	310	6	1	0	11	38	15	0	3	10	0	229	154	207	108	62	110	233	99	279	144	110	205	"Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Calidithermus"
"Calocera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera"
"Caloramator"	2	1	0	21	0	0	0	2	847	1	42	0	0	0	0	2	0	3	0	0	0	3	0	1	0	0	1	1	0	0	1	0	1	2	84	1	1	0	0	0	1	1	0	114	0	0	12	9	0	1	0	0	2	1	8	2	0	0	1	0	3	2	0	3	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	16	0	5	0	11	0	5	0	0	0	3	0	4	1	2	1	907	0	1	1	2	1	0	0	0	1	685	676	0	0	3	1	2	0	0	1	0	0	0	1	1	0	0	0	27	0	7	1	0	5	11	1	1	2	2	1	0	0	1	0	0	876	3	0	4	0	0	0	3	29	3	0	0	0	0	0	0	2	1	0	4	1	2	0	0	0	0	2	0	0	0	0	11	0	0	0	5	863	1	3	2	0	0	8	2	0	2	0	5	0	1159	1	0	0	1	0	0	0	1	14	5	0	0	0	23	1	1	0	0	0	0	0	0	10	1	3	0	0	15	3	0	1	6	8	669	0	1	1	1	0	0	1	2	0	0	0	0	1	673	7	28	3	1	0	0	0	24	3	0	1	0	3	0	9	0	1	0	0	12	0	1	7	1	0	1	0	1	359	3	1	0	0	0	2	3	2	0	0	0	1	0	1	10	8	13	0	0	0	0	1	0	0	0	0	1	968	0	0	8	3	0	0	0	2	1	14	453	1	5	3	1	0	0	0	1	0	0	239	210	304	157	67	148	289	132	201	112	113	205	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caloramator"
"Caloranaerobacter"	2	5	0	0	0	1	0	0	601	0	9	1	0	0	0	4	0	0	3	0	0	0	0	4	0	0	3	0	0	0	2	0	1	0	78	3	3	0	0	0	0	0	0	148	0	3	85	0	0	0	0	0	1	4	1	0	0	0	0	1	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	580	1	0	2	5	1	0	1	1	1	493	438	0	0	6	0	7	0	2	1	0	0	0	1	3	0	0	0	20	1	28	1	0	1	1	0	1	2	0	1	0	1	0	0	0	689	0	0	1	1	0	0	2	170	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	3	0	2	7	618	4	3	2	0	0	0	2	0	5	0	4	1	870	0	2	1	0	0	1	0	1	9	2	1	0	0	191	1	1	0	0	0	0	0	0	7	0	2	5	0	17	1	0	4	6	0	526	0	2	0	0	0	1	1	4	0	0	0	1	0	522	2	2	3	2	0	0	0	238	0	0	0	0	3	0	7	0	0	0	0	0	0	7	4	0	0	0	1	1	381	3	1	0	1	0	2	0	2	0	2	0	0	0	0	1	11	10	1	0	0	0	2	2	1	0	2	3	669	0	0	0	0	0	0	0	2	0	4	398	0	2	0	2	0	0	0	1	1	0	575	484	756	328	92	394	642	403	504	302	246	569	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Thermohalobacteraceae;Caloranaerobacter"
"Calothrix"	21	1	0	477	0	26	35	57	1062	2	22	30	0	0	1	39	14	21	9	0	26	34	0	25	0	4	16	14	0	33	20	0	2	24	147	16	25	0	162	36	5	23	17	247	4	43	103	2	8	16	37	5	26	66	0	15	0	0	483	5	1787	87	50	34	15	2	6	0	0	7	0	28	56	35	0	1	0	41	1552	18	4	17	0	31	0	0	0	21	0	42	32	2	14	3	2	969	5	56	17	13	14	51	33	34	21	848	808	0	26	30	16	11	13	14	16	0	0	0	62	86	0	0	0	123	11	7	14	24	5	5	37	39	10	1340	2	10	20	7	68	0	797	101	3	4	57	0	2	18	128	7	0	0	18	0	3	0	24	19	0	2	22	21	32	0	0	2	65	27	45	0	1	3	22	15	10	39	969	29	168	30	0	0	87	25	0	13	0	31	56	1498	41	17	34	41	23	44	0	27	49	27	57	0	5	145	5	14	0	5	0	2	83	48	4	34	35	57	3	347	48	10	6	21	9	701	0	37	67	4	27	1	83	51	428	0	0	35	8	674	20	13	22	26	14	0	0	156	11	7	16	17	33	261	105	0	1	0	3	103	35	26	28	65	0	51	73	2	958	4	22	0	65	24	15	49	15	0	15	21	22	130	7	5	93	104	20	0	0	20	47	14	3	0	23	42	905	0	0	1	33	21	0	45	8	17	62	1640	22	12	1	44	0	15	14	4	25	0	158	114	102	127	41	62	99	72	82	74	112	124	"Bacteria;Cyanobacteria;unclassified;Nostocales;Calotrichaceae;Calothrix"
"Camelimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Camelimonas"
"Caminibacter"	0	0	0	7	0	0	1	0	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	5	0	1	3	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	26	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	35	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	63	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	30	0	0	0	2	0	0	0	0	1	0	0	0	37	0	0	0	0	0	0	0	0	0	4	2	0	49	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	14	0	0	0	0	0	1	1	1	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	1	35	0	0	0	0	1	0	0	0	0	0	16	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter"
"Caminicella"	0	0	0	0	0	0	0	1	265	0	6	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	31	0	1	0	0	1	0	2	0	37	0	0	9	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	204	1	0	0	0	1	0	0	2	2	193	180	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	111	0	0	0	0	0	0	2	0	1	2	0	0	0	0	267	0	0	2	0	0	0	1	25	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	238	0	0	0	0	0	0	51	0	0	0	5	0	332	0	0	0	1	0	0	0	1	5	0	0	0	0	44	0	0	0	0	0	0	0	1	1	1	0	0	0	9	1	0	0	2	0	189	0	0	0	0	0	0	0	0	0	0	0	0	1	196	2	0	0	1	0	0	0	27	0	0	0	1	0	0	4	0	0	0	0	0	1	0	3	0	0	1	0	0	133	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	1	0	0	0	0	0	1	0	0	0	282	0	0	0	0	1	0	0	0	0	1	140	1	0	0	0	0	0	0	0	0	0	621	270	1206	288	35	611	844	377	475	504	271	731	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caminicella"
"Campylobacter"	1	0	1	41	1	3	4	4	524	0	163	2	0	1	0	1	1	0	1	0	0	1	0	0	0	51	4	0	0	3	3	0	14	7	41	3	7	3	1	2	18	1	3	69	1	1	28	30	5	6	3	1	3	3	36	1	0	45	3	36	13	2	2	3	4	0	0	10	0	18	189	0	75	1	0	0	0	1	9	77	3	15	0	68	0	11	0	2	0	2	1	61	1	1	0	502	49	2	1	4	5	2	2	4	3	427	406	5	2	2	7	1	1	2	22	1	0	12	3	0	0	335	1	35	2	9	2	3	20	5	4	4	5	27	13	0	2	6	0	0	460	7	0	4	1	171	2	2	27	2	0	0	0	1	4	0	6	0	0	26	1	4	4	155	0	3	4	2	3	0	0	12	4	3	2	2	510	0	9	3	0	0	22	6	0	5	225	6	1	744	0	2	4	2	16	2	8	1	9	10	2	0	4	34	7	64	0	1	14	0	1	3	5	5	1	3	0	7	1	1	3	2	2	452	0	0	4	1	3	0	0	3	2	0	0	1	3	378	3	26	4	6	4	0	3	28	1	0	0	1	1	4	20	204	1	9	1	30	1	1	7	2	0	6	2	15	237	4	1	1	1	0	2	2	3	0	4	2	4	133	0	9	26	23	3	0	37	0	0	4	4	0	3	3	536	0	0	2	5	0	3	2	45	6	3	331	2	86	41	2	225	3	5	4	5	0	52	77	95	47	29	12	70	38	59	48	58	51	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"
"Camvirus"	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Viruses;dsDNA viruses, no RNA stage;unclassified;Caudovirales;Siphoviridae;Camvirus"
"Canariomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Canariomyces"
"Candida"	0	0	0	0	0	0	0	1	10	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	55	5	0	0	0	1	0	0	0	2	1	3	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	2	0	11	0	8	19	0	17	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	4	0	0	31	2	0	1	0	0	0	0	0	0	10	18	2	0	0	1	1	1	0	0	0	0	3	0	1	0	31	0	3	1	0	0	0	1	2	0	1	0	0	2	0	1	0	0	0	24	1	0	0	0	7	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	27	0	14	0	0	0	0	1	0	0	16	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	5	0	0	18	0	0	0	0	1	1	0	0	0	0	0	1	0	17	3	5	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	3	0	0	0	0	2	0	0	0	0	0	5	0	1	0	0	1	1	0	0	0	0	0	3	121	1	5	0	0	0	0	7	0	0	0	1	0	0	1	17	0	0	0	0	0	2	0	0	0	0	14	1	0	0	0	16	0	0	1	0	0	6	7	1	4	2	2	1	3	1	1	3	5	"Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida"
"Candidatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Plasmid:Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsieae;Candidatus"
"Candidatus Accumulibacter"	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	2	0	10	494	0	0	0	0	0	0	0	0	13	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	321	344	35	0	0	0	3	0	0	0	0	0	46	0	0	0	113	0	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	120	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	1	0	0	0	0	129	0	9	0	0	0	0	0	0	0	34	0	0	667	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	1	0	2	115	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	2	0	0	0	214	0	0	0	2	0	36	0	1	0	0	0	0	3	1	0	34	0	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Betaproteobacteria;unclassified;unclassified;Candidatus Accumulibacter"
